"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29"
"508","Greater Boston","WEST BRIDGEWATER","MAIN OFFICE","248687001","78 N MAIN ST","WEST BRIDGEWATER","MA","02379-9998","May-58","Landlord","5/1/2015","4/30/2020","A","A","Reimbursable","","1","5","ARTHUR E CHAVES","AND CATHERINE M CHAVES","370 CLARKSON ST","","DENVER","CO","802183754","1,647","7,606","$34,500.00 ","$20.95 ","$37,950.00 ","$23.04 "
"509","Greater Boston","WEST BROOKFIELD","MAIN OFFICE","248704001","10 CENTRAL ST","WEST BROOKFIELD","MA","01585-9998","Apr-95","Landlord","10/1/2013","9/30/2018","A","A","Percentage","","","","BAY PATH MASONIC","BUILDING ASSOCIATION","PO BOX 38","","WEST BROOKFIELD","MA","15850038","2,372","3,647","$20,716.00 ","$8.73 ","$0.00 ","$0.00 "
"510","Greater Boston","WEST BROOKFIELD","MAIN OFFICE PARKING","248704002","9 PLEASANT STREET","WEST BROOKFIELD","MA","01585-9998","","Landlord","10/1/2013","9/30/2018","X","Z","None Specified","","","","MELAS INC","PO BOX 553","","","WEST BROOKFIELD","MA","15850553","0","3,600","$3,960.00 ","$1.10 ","$0.00 ","$0.00 "
"511","Greater Boston","WEST CHATHAM","MAIN OFFICE","248721002","1671 MAIN ST UNIT E","WEST CHATHAM","MA","02669-9800","Jan-86","USPS","1/1/2016","12/31/2020","A","A","Percentage","","1","5","FREDERIKA MITROKOSTAS TRUSTEE","FM NOMINEE REALTY TRUST","PO BOX 506","","SOUTH YARMOUTH","MA","26640506","4,065","12,460","$62,390.00 ","$15.35 ","$65,510.00 ","$16.12 "
"512","Greater Boston","WEST DENNIS","MAIN OFFICE","248840001","97 SCHOOL ST","WEST DENNIS","MA","02670-9998","Sep-62","USPS (Not Roof)","9/1/2011","8/31/2017","A","A","Reimbursable","N","1","3","JJ NOMINEE TRUST","JAMES P GURSHA TRUSTEE","143 SEEKONK ST","","NORFOLK","MA","20561158","3,386","26,796","$46,275.00 ","$13.67 ","$57,560.00 ","$17.00 "
"513","Greater Boston","WEST FALMOUTH","MAIN OFFICE","248874002","410 W FALMOUTH HWY","WEST FALMOUTH","MA","02574-9800","Jan-80","Landlord","2/1/2013","1/31/2018","A","A","None Specified","","1","5","G M LEONE CORP","15 SPRING HILL CT","","","BLUFFTON","SC","299104902","2,068","2,170","$38,192.00 ","$18.47 ","$40,100.00 ","$19.39 "
"514","Greater Boston","WEST GROTON","MAIN OFFICE","248925001","6 PEPPERELL RD","WEST GROTON","MA","01472-9800","Mar-55","Landlord","9/1/2011","8/31/2016","A","A","None Specified","","","","ELLIOT L BLOOD JR","AND/OR DORIS M BLOOD","PO BOX 258","","WEST GROTON","MA","14720258","612","612","$12,000.00 ","$19.61 ","$0.00 ","$0.00 "
"515","Greater Boston","WEST HARWICH","MAIN OFFICE","248959003","216 ROUTE 28","WEST HARWICH","MA","02671-9998","Mar-82","Landlord","3/1/2014","2/28/2019","A","A","None Specified","N","","","FRANCIS X FOSTER","PO BOX 2628","","","HYANNIS","MA","26017628","1,000","1,000","$18,500.00 ","$18.50 ","$0.00 ","$0.00 "
"516","Greater Boston","WEST HYANNISPORT","MAIN OFFICE","249010001","401 CRAIGVILLE BEACH RD","WEST HYANNISPORT","MA","02672-9800","Sep-61","USPS (Not Roof)","9/1/2013","8/31/2018","A","A","Reimbursable","","1","5","MARTIN C TRAYWICK","PO BOX 216","","","W HYANNISPORT","MA","26720216","960","9,600","$22,800.00 ","$23.75 ","$24,000.00 ","$25.00 "
"517","Greater Boston","WEST NEWBURY","MAIN OFFICE","249095001","284 MAIN ST","WEST NEWBURY","MA","01985-9998","Aug-64","Landlord","12/1/2015","11/30/2020","A","A","Reimbursable","","2","10","DANIEL C LEARY REVOCABLE TRUST","2 EUGLEY PARK W","","","NORTH READING","MA","18641308","2,275","3,100","$40,950.00 ","$18.00 ","$44,000.00 ","$19.34 "
"518","Greater Boston","WEST TISBURY","MAIN OFFICE","249214002","479 STATE RD","WEST TISBURY","MA","02575-9800","Dec-90","Landlord","11/1/2013","10/31/2018","A","A","Percentage","","1","5","STEPHEN A BERNIER","PO BOX 698","","","VINEYARD HAVEN","MA","25680698","1,940","1,940","$43,923.00 ","$22.64 ","$48,315.00 ","$24.90 "
"519","Greater Boston","WEST WAREHAM","MAIN OFFICE","249265003","2360 CRANBERRY HWY","WEST WAREHAM","MA","02576-9998","Jan-76","Landlord","6/1/2014","5/31/2019","A","A","None Specified","N","","","CUMBERLAND FARMS INC","RE: T28652","100 CROSSING BLVD","","FRAMINGHAM","MA","17025401","2,760","88,818","$48,691.00 ","$17.64 ","$0.00 ","$0.00 "
"520","Greater Boston","WESTFORD","FORGE VILLAGE STATION","248908003","5 W PRESCOTT ST","WESTFORD","MA","01886-9992","Feb-61","USPS (Not Roof)","7/1/2011","6/30/2016","A","A","Reimbursable","N","","","THE ROBERT CONNELL TRUST LLC","8 HUNT RD","","","WESTFORD","MA","18862028","1,250","3,000","$18,280.00 ","$14.62 ","$20,625.00 ","$16.50 "
"521","Greater Boston","WESTFORD","MAIN OFFICE","248908004","301 LITTLETON RD","WESTFORD","MA","01886-9998","Feb-86","USPS","2/1/2016","1/31/2021","A","A","Percentage","","","","PARK TRUST","222 LITTLETON RD","","","WESTFORD","MA","18863513","11,340","35,540","$158,760.00 ","$14.00 ","$0.00 ","$0.00 "
"522","Greater Boston","WESTFORD","NABNASSET STA","248908002","62 BROOKSIDE RD","WESTFORD","MA","01886-9991","Apr-58","Landlord","4/1/2013","3/31/2018","A","A","Reimbursable","","","","LAKEBROOK REALTY INC","PO BOX 1211","","","WESTFORD","MA","18864611","1,050","10,454","$15,246.00 ","$14.52 ","$0.00 ","$0.00 "
"523","Greater Boston","WESTMINSTER","MAIN OFFICE","249078001","6 NICHOLS ST","WESTMINSTER","MA","01473-9998","Oct-64","Landlord","10/1/2015","9/30/2020","A","A","Reimbursable","","","","RUSSELL L DEANE","AND/OR LILLIAN F DEANE","259 BALD MOUNTAIN RD","","BERNARDSTON","MA","13379694","2,552","13,986","$25,800.00 ","$10.11 ","$0.00 ","$0.00 "
"524","Greater Boston","WESTWOOD","ISLINGTON STA","249299002","307 WASHINGTON ST","WESTWOOD","MA","02090-9991","Mar-51","Landlord","1/1/2014","12/31/2018","A","A","Percentage","","","","PETRUZZIELLO PROPERTIES LLC","21 EASTBROOK ROAD","","","DEDHAM","MA","20262038","2,464","4,964","$44,352.00 ","$18.00 ","$0.00 ","$0.00 "
"525","Greater Boston","WESTWOOD","MAIN OFFICE","249299001","697 HIGH ST","WESTWOOD","MA","02090-9998","Jul-57","Landlord","7/1/2014","6/30/2019","A","A","None Specified","","1","5","GOODE MANAGEMENT INC","PO BOX 352","","","WESTWOOD","MA","20900352","2,560","42,352","$62,769.02 ","$24.52 ","$70,301.30 ","$27.46 "
"526","Greater Boston","WHITE HORSE BEACH","MAIN OFFICE","249367001","119 WHITE HORSE RD","WHITE HORSE BEACH","MA","02381-9800","Aug-69","Shared","8/1/2013","7/31/2018","A","A","None Specified","","1","5","FRANCIS J KUHN & CAROL A KUHN","PO BOX 601","","","WHITEHORSE BEACH","MA","23810601","936","1,536","$18,295.00 ","$19.55 ","$18,861.00 ","$20.15 "
"527","Greater Boston","WILMINGTON","MAIN OFFICE","249503001","18 CHURCH ST","WILMINGTON","MA","01887-9998","Oct-64","USPS","10/1/2014","9/30/2019","A","A","Reimbursable","","1","5","CHURCH & OLSON LLC","60 TAYLOR DR","","","RUMFORD","RI","29161030","6,148","31,308","$101,352.00 ","$16.49 ","$111,487.20 ","$18.13 "
"528","Greater Boston","WOODVILLE","MAIN OFFICE","249605001","234 WOOD ST","WOODVILLE","MA","01784-9800","Jul-55","Landlord","3/1/2013","2/28/2018","A","A","None Specified","","1","5","BARRY R SMITH","PO BOX 59","","","HOPKINTON","MA","17480059","640","640","$9,267.20 ","$14.48 ","$9,450.00 ","$14.77 "
"529","Greater Boston","WORCESTER","EMPLOYEE PKG GARAGE","249622048","East Central Street/Worcester Ctr. Blvd.","Worcester","MA","01608-9998","Jan-04","Landlord","4/1/2014","3/31/2019","X","Z","None Specified","","","","CITY OF WORCESTER","RE PO EMPLOYEE PARKING","570 MAIN ST","","WORCESTER","MA","16082014","0","147,000","$216,106.00 ","$1.47 ","$0.00 ","$0.00 "
"530","Greater Boston","WORCESTER","GREENDALE STATION","249622044","290 W BOYLSTON ST","WORCESTER","MA","01606-2378","Nov-96","USPS (Not Roof)","11/20/2011","10/31/2016","A","A","Percentage","","2","10","CARBONNEAU REALTY LLC","292 W BOYLSTON ST 2ND FL","","","WORCESTER","MA","16062376","2,666","19,637","$34,500.00 ","$12.94 ","$35,224.00 ","$13.21 "
"531","Greater Boston","WORCESTER","LINCOLN MALL STATION","249622025","560 LINCOLN ST STE 8","WORCESTER","MA","01605-1925","May-84","Landlord","5/1/2014","4/30/2019","A","A","Percentage","","","","SADDLEBRED LTD PTNSHP","6 OLD LANTERN CIR","","","PAXTON","MA","16121514","1,155","1,155","$24,255.00 ","$21.00 ","$0.00 ","$0.00 "
"532","Greater Boston","WORCESTER","MAIN STREET STATION","249622041","484 MAIN ST","WORCESTER","MA","01608-1893","May-93","Landlord","5/8/2013","5/7/2018","A","A","None Specified","N","1","5","PPM V PARTNERSHIP LP","PO BOX 772193","","","MEMPHIS","TN","381772193","4,280","5,780","$47,500.00 ","$11.10 ","$66,479.00 ","$15.53 "
"533","Greater Boston","WORCESTER","MIDTOWN MALL STATION","249622021","22 FRONT ST","WORCESTER","MA","01614-1401","Dec-81","Landlord","12/1/2012","11/30/2017","A","A","None Specified","","","","DEAN MARCUS AND","JUDITH MARCUS","PO BOX 500","","WORCESTER","MA","16140500","797","805","$10,760.00 ","$13.50 ","$10,760.00 ","$13.50 "
"534","Greater Boston","WORCESTER","QUINSIGAMOND VILLAGE","249622043","347 GREENWOOD ST STE 1","WORCESTER","MA","01607-1775","Jun-95","Landlord","6/8/2015","6/7/2020","A","A","Percentage","N","","","ANDREW J. MOSHER","RICHARD S. MOSHER, JR.","381 WEST SUTTON ROAD","","SUTTON","MA","15901201","2,300","3,425","$26,793.00 ","$11.65 ","$0.00 ","$0.00 "
"535","Greater Boston","WORCESTER","SSPU","249622008","WORCESTER CENTER","WORCESTER","MA","01608-9998","Nov-72","USPS","11/1/1977","","Y","A","None Specified","N","","","","","","","","","","398","398","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"536","Greater Boston","WORCESTER","WEBSTER SQUARE STATION","249622042","1049 MAIN ST STE 5","WORCESTER","MA","01603-2487","Oct-98","Shared","10/9/2013","10/8/2018","A","A","Percentage","N","1","5","ROBERT D ANDERSON","PO BOX 30103","","","WORCESTER","MA","16030103","2,692","2,692","$27,228.00 ","$10.11 ","$0.00 ","$0.00 "
"537","Greater Boston","WORCESTER","WEST SIDE STATION","249622045","381 CHANDLER ST","WORCESTER","MA","01602-3399","Nov-00","USPS (Not Roof)","11/4/2000","11/3/2025","P","P","Percentage","N","3","15","C & A DEVELOPMENT, LLC","34 OAKDALE AVENUE","","","JOHNSTON","RI","29195315","3,583","17,444","$98,000.00 ","$27.35 ","$107,800.00 ","$30.09 "
"538","Greater Boston","WRENTHAM","MAIN OFFICE","249673002","100 RANDALL RD","WRENTHAM","MA","02093-9998","Aug-81","USPS (Not Roof)","9/1/2011","8/31/2016","A","A","Percentage","","","","HILLCREST REALTY TRUST","ALEXANDER SPIER TRUSTEE","45 PROSPECT ST","","FOXBORO","MA","20351726","5,000","14,180","$82,500.00 ","$16.50 ","$92,500.00 ","$18.50 "
"539","Greater Boston","YARMOUTH PORT","MAIN OFFICE","249707001","231 ROUTE 6A","YARMOUTH PORT","MA","02675-9998","Aug-58","Landlord","8/1/2015","7/31/2020","A","A","Reimbursable","","","","HISTORICAL SOCIETY OF","OLD YARMOUTH INC","PO BOX 11","","YARMOUTH PORT","MA","26750011","2,223","9,628","$40,608.00 ","$18.27 ","$0.00 ","$0.00 "
